catboost_baseline,lgbm_baseline,lgbm_optuna,lgbm_RS,catboost_RS,index
0.9564378590927264,0.9977777777777778,0.7743500811085976,0.9988439306358382,0.9878148200174893,18072
0.2065194792457273,0.2020380912221519,0.1444555797875351,0.24196573795117193,0.1229061453273799,23710
0.130841427737594,0.1063366190775511,0.5205060426299365,0.08472160767127226,0.03611805239370291,34419
0.0748133482755292,0.0907794247632855,0.06835162645132549,0.10808205998644545,0.05376477926176547,5549
0.0,0.0,0.0,0.0,3.9711132416772175e-05,33459
0.0,0.0,0.0,0.0,0.00011892958245579552,12851
0.0,0.0,0.0,0.0,0.0002761456236436265,26494
0.0,0.0,0.0,0.0,4.935412020617142e-05,10073
0.2666177451368006,0.3580908289241623,0.21178495137466355,0.2581736158578264,0.23730819124500613,39428
0.0,0.0,0.0,0.0,0.00010276476576959762,25862
0.0,0.0,0.0,0.0,7.049589234703224e-05,5568
0.0,0.0,0.0,0.0,0.0016925843775086073,31914
0.0,0.0,0.0,0.0,0.00011954957150647016,38242
0.0,0.0,0.0,0.0,2.6804043283303732e-05,2636
0.1226319875776397,0.1621222066311258,0.12556664473203186,0.1476194885240135,0.23078271852258272,20312
0.0,0.0,0.0,0.0,0.002607940577589264,10836
0.1749224361426325,0.1423845707109952,0.09427275861727046,0.1350296107466923,0.18396809978357048,25581
0.0,0.0,0.0,0.0,0.0002030880897675563,33255
0.2350135912388272,0.2791418140682847,0.13869291952588897,0.28953785803747056,0.31470214123520457,5110
1.0,1.0,1.0,1.0,0.9965873483160583,18622
0.0,0.0,0.0,0.0,9.932430861337025e-05,27583
0.0,0.0,0.0,0.0,0.0002125298322788032,4731
0.9986168741355465,1.0,0.9940953209800437,1.0,0.9973834967639379,29298
0.0,0.0,0.0,0.0,0.005690707316560957,39085
0.057802736479207,0.0503530043098388,0.14961302575719052,0.05592862700132578,0.08271655643508705,41369
0.0,0.0,0.0,0.0,0.00018970583337801934,40674
0.0,0.0,0.0,0.0,3.822972922323746e-05,25579
0.0,0.0,0.0,0.0,0.001868292912143552,5852
0.0,0.0,0.0,0.0,0.00011916939467127838,10101
0.2272977105867562,0.1709219858156028,0.3260285072527657,0.21951804915514592,0.25760008871766943,36555
0.0,0.0,0.0,0.0,0.0006942239752363827,12368
1.0,1.0,0.9881835807357158,1.0,0.9954442447415753,1227
0.0,0.0,0.0,0.0,0.00035382651540096514,7712
0.6444904492870596,0.7003352432789355,0.2100444779565518,0.6838278698320445,0.7389393313676067,41967
0.0,0.0,0.0,0.0,0.00014737011680380198,27943
0.0,0.0,0.0,0.0,6.02916148778816e-05,9690
0.0,0.0,0.0,0.0,0.00010691775827484221,16787
0.0,0.0,0.0,0.0,6.458173123333522e-05,41320
0.0,0.0,0.0,0.0,5.7560490119360534e-05,14487
0.0,0.0,0.0,0.0,4.015676454001629e-05,15673
0.0,0.0,0.0,0.0,3.997095946645097e-05,7242
0.0,0.0,0.0,0.0,0.0026918539842821863,1896
0.0,0.0,0.0,0.0,0.00014565299652767548,33675
0.3630875482265637,0.3576434277414669,0.4000582590283861,0.3974743458542342,0.371116555344272,44463
0.0,0.0,0.0,0.0,0.0002714462053801227,7689
0.0,0.0,0.03460995119369912,0.0,0.014128566900263704,28932
0.0,0.0,0.0,0.0,0.00021537314222836267,21863
0.8890804597701149,0.8261171970092157,0.43383523700257715,0.911119048056586,0.9183274735669571,42799
1.0,1.0,1.0,1.0,0.99388188473274,23773
0.0,0.0,0.0,0.0,0.00017086301234041292,30501
0.0,0.0,0.0,0.0,2.796624978329766e-05,41631
0.9856011388274234,1.0,0.9675537591570449,0.9967068645640074,0.9874077383905275,4659
0.0,0.0,0.0,0.0,8.786005400008071e-05,775
0.2358615936035291,0.3209988962472406,0.4388432767743113,0.36882517751659005,0.2761249248901748,42046
0.9059836001467926,0.9977777777777778,0.9658932552954292,1.0,0.980176933741345,25127
0.0,0.0,0.0,0.0,0.000255325168893558,37839
0.7850000000000001,0.8678365497180455,0.7853326696532271,0.663263813802917,0.7066598634991323,9311
0.0833694455985477,0.0826752418617776,0.08900284403163483,0.0798956209953189,0.04968991827178661,14807
0.0,0.0,0.0,0.0,4.772550681613542e-05,26469
0.0,0.0,0.0,0.0,0.00010118827997888343,9658
0.0,0.0,0.0,0.0,0.0001238431220476046,22223
0.2776230438650333,0.5801542207792209,0.40503489206287097,0.4565545263149821,0.6214004477122294,29521
0.0,0.0,0.0,0.0,6.083160880222935e-05,41156
0.144638682836819,0.2858585858585858,0.2042127929507149,0.29605274956580835,0.25019733372264175,37078
0.0,0.0,0.0,0.0,0.0002514252145544065,6402
0.0161572315668897,0.0185432559547521,0.01677221097373598,0.007149681632440253,0.012313633488315908,31104
0.5707561063027193,0.6358341414675718,0.509449955387603,0.5882048266483559,0.6310273386187382,20480
0.0,0.0,0.0,0.0,0.00013741733197385905,32236
0.17192734450016,0.1583466497551586,0.1753728774015949,0.15047264388329845,0.07876337992445362,29765
1.0,1.0,1.0,1.0,0.9986816433379991,12218
0.0,0.0,0.0,0.0,0.0002828267264358811,32102
0.0,0.0,0.0,0.0,0.0034196081547909866,30564
0.3366300516156306,0.1946533721125189,0.41861266947171577,0.230141967042309,0.3003877809421336,26481
0.0,0.0,0.0,0.0,0.00016765352460114532,23014
0.0,0.0,0.0,0.0,0.0002450315909831038,34873
0.9440508901840184,0.9977777777777778,0.7559838530384221,1.0,0.9962852236718742,16490
0.0020325203252032,0.0011376564277588,0.3164469320066335,0.0,0.0011138004092422942,31160
0.0,0.0,0.0,0.0,0.00018916935963480055,6238
0.0,0.0,0.0,0.0,0.00010458299371609324,28575
0.5123025570060026,0.708860020434973,0.2301078667853255,0.6137608791056217,0.6301921226861971,2720
1.0,1.0,0.9999222138367169,1.0,0.9993917197796779,26379
1.0,1.0,0.9899587941878117,1.0,0.9984842478689696,2007
0.0,0.0,0.0,0.0,0.0002827627745483511,39637
0.5657320297608067,0.5009914969223935,0.47775245441795233,0.5715436599087853,0.8763436389499322,7751
0.0,0.0,0.0,0.0,0.0003965788232711861,4475
1.0,1.0,0.9908893069890654,1.0,0.9969627911107233,12257
0.2444167955160417,0.0821093285799168,0.20336082836082836,0.10950186070591612,0.05530828266276608,37421
0.0,0.0,0.0,0.0,0.00024700737306181407,38988
0.6643004869898322,0.5625486834397725,0.4536580915891261,0.5130728987318965,0.7042153072218956,43010
0.0,0.0,0.0,0.0,0.00020879519967148275,4761
0.0,0.0,0.0,0.0,0.00010700636929317934,15983
0.0,0.0,0.0,0.0,0.00012069770950203187,35418
0.1159119224058071,0.1834959629742238,0.056632503094431685,0.1848089628521566,0.17423806900760677,22309
0.0,0.0,0.0,0.0,6.965504871254943e-05,14686
0.9963538269994664,1.0,0.9939196100193683,1.0,0.9800027526519206,43339
0.911472387380022,0.942042042042042,0.9377297357689515,0.9494933119346827,0.9639401286967485,7086
0.0,0.0,0.0,0.0,0.00011280263870553068,14943
0.9435064142050584,0.9663678403260946,0.9736692055146419,0.9334252824252826,0.6920188253786349,43648
0.0,0.0,0.0,0.0,0.0004345228799382298,31421
0.0,0.0,0.0,0.0,4.6164218089834956e-05,26059
0.1307412143248822,0.1436507936507936,0.13858509700176366,0.09423929858069821,0.03949174304064296,16911
0.0,0.0,0.0,0.0,0.00010439295369683758,12970
0.0484861005169929,0.0767935151878497,0.09620522498401578,0.054419425686040836,0.06584029626211439,20314
0.0,0.0,0.0,0.0,0.00047002878608345597,25240
0.0341568029480899,0.0363695742345377,0.04592334824225049,0.01653713912252785,0.01526777362936394,12922
0.0,0.0,0.0,0.0,5.243550986950981e-05,15484
0.0,0.0,0.0,0.0,0.0008128094560984163,41555
0.0,0.0,0.0,0.0,0.00019156557197756933,24377
0.0,0.0072818483223107,0.043104752945952875,0.01420124162517672,0.008314947120376,26333
0.0,0.0,0.0,0.0,6.088898286290984e-05,4877
0.5474371373029677,0.5202277131782945,0.43383523700257715,0.5090796370894433,0.767225131485264,7741
0.2542498719918075,0.328390415092281,0.32272423025435076,0.3288756389473749,0.22248880633306825,33210
0.1711434661506498,0.1633883273589156,0.26883114821293524,0.14616563809607905,0.09745364744148687,4367
0.0,0.0,0.0,0.0,0.0008153136311387387,24630
0.3001176459515675,0.3506881013274874,0.2955930242842722,0.4610472425789676,0.5492934381250429,2292
0.0,0.0,0.0,0.0,5.8377737466921515e-05,1966
0.9594411592882658,0.9145811466806612,0.9881835807357158,0.964089523300585,0.9099698125808989,10204
0.0,0.0,0.0,0.0,9.99842519458167e-05,33132
0.0,0.0,0.0,0.0,0.00012436959529796784,32079
0.1518608076614713,0.1166414227277879,0.10147395524996256,0.16550517758096261,0.05198014752376343,31550
0.0,0.0,0.0,0.0,9.585559371163691e-05,37331
0.0,0.0,0.0,0.0,0.00015127129410969113,622
0.2031254429091923,0.1648520269678662,0.2092219396476798,0.13115537678583242,0.13965943234654993,24151
0.0,0.0,0.0,0.0,0.0010026830348618318,30270
1.0,1.0,1.0,1.0,0.9979871816114791,5387
0.9362785230485962,0.7775962705399627,0.9948796580243472,0.7723342274563549,0.9144342520948686,37154
0.0,0.0,0.0,0.0,0.00036547863046908745,30230
1.0,1.0,0.9976931949250288,1.0,0.9980366835338266,42816
0.0,0.0,0.0,0.0,6.754356809366021e-05,21153
0.046320367701313,0.0473422140088806,0.04536379666041052,0.02692702309400602,0.03500960832551559,8892
0.0,0.0,0.0,0.0,5.560356573581639e-05,39319
1.0,1.0,1.0,1.0,0.9985755669190536,42143
0.0,0.0,0.0,0.0,0.002198005447686863,16537
0.0,0.0,0.0,0.0,0.0018229587920415235,38798
0.0,0.0,0.0,0.0,0.0014461728132453904,33396
0.0637200716188867,0.0600972881266071,0.11394017819568036,0.06126224797018105,0.020583870591057995,25988
0.0,0.0,0.0,0.0,0.00015585916538713338,3875
0.0,0.0,0.0,0.0,0.00018739732424867062,16605
0.0,0.0,0.0,0.0,0.004267306489135074,37775
0.0,0.0,0.0,0.0,7.039001729946966e-05,41563
0.8028488008342022,0.7240745209380494,0.7980380502484973,0.8400739478800088,0.6650388529809096,5773
0.2065194792457273,0.2436152843076699,0.2141933988200265,0.1989100135141916,0.25756365838737616,17042
1.0,1.0,1.0,1.0,0.9968479072977184,42769
0.0,0.0,0.0,0.0,3.5487711660357544e-05,24211
0.994531769793746,1.0,0.9410894246715141,0.9989795918367348,0.9708934160721235,42465
0.0,0.0,0.0,0.0,0.00021385432692374107,8177
0.0139780345171872,0.0172672672672672,0.021276715478240487,0.019329446753381847,0.013005927116050411,15626
0.0,0.0,0.0,0.0,0.0009432425083290187,31503
0.1357073844030366,0.1423845707109952,0.16625279125279124,0.15916585398606053,0.07390212786696261,18249
0.207086061764471,0.237931446942711,0.22174666277194757,0.22077267167320933,0.18548167876868812,12861
0.1665580679445673,0.0956526241383812,0.18693312518541214,0.08536796739474113,0.06511662614650696,8953
0.5595238095238094,0.4420421374063758,0.5298636548636549,0.4668653982790512,0.4140460234268883,42435
0.0,0.0,0.0,0.0,0.0001492218999724633,3522
0.0,0.0,0.0,0.0,0.0012175567962840572,30216
0.2065194792457273,0.3222287890727607,0.3212364065684324,0.22848434215398666,0.172818050494925,37978
0.058325195081019,0.0752930892636775,0.06835162645132549,0.06895437437364417,0.038305519090936546,24475
0.6726012388695315,0.6046146321925838,0.5516831988070926,0.6963405714516671,0.6079153980170213,2786
0.0,0.0,0.0,0.0,4.413888230861135e-05,15211
0.0,0.0,0.0,0.0,0.0008565033282322591,25089
1.0,1.0,1.0,1.0,0.9994696056242338,44080
0.0809396372286648,0.0862363127069009,0.06835162645132549,0.09356868414909483,0.12810645387018973,22679
0.0,0.0,0.0,0.0,0.00041505689823347964,33940
0.5463659147869674,0.4180571389532923,0.5516831988070926,0.534058241221365,0.4974413583202532,21826
0.0392375240950953,0.0357807022373951,0.010101010101010102,0.027566445469206956,0.020742267315560732,11743
0.0,0.0,0.0,0.0,0.00014134157545301942,12394
0.0,0.0,0.0,0.0,5.736884231892179e-05,21191
0.0,0.0011376564277588,0.033501683501683505,0.0,0.002180106183219436,38384
0.4540992796145222,0.4716859716859716,0.4717616710078141,0.4183048527307586,0.33794270316478353,7465
1.0,1.0,0.9924996054972169,1.0,0.9990128332630741,11877
0.072768463821172,0.0526424265992611,0.13596781305114639,0.040325381629729457,0.02570843768454948,12541
0.0,0.0,0.0,0.0,0.0013387122535766923,1198
0.0,0.0,0.0,0.0,0.00010116227166111315,17139
0.0,0.0,0.0,0.0,9.392257575831434e-05,11870
0.0,0.0,0.0,0.0,4.654391651253176e-05,34563
0.0,0.0,0.0,0.0,9.215828710772747e-05,39270
0.1507129727743655,0.1929768617135658,0.12665019614126904,0.1822760710715987,0.15126750826082225,35966
0.8206791357531061,0.7498415782048613,0.7783193327795734,0.7981717588989867,0.8375034239871867,14393
0.0,0.0,0.0,0.0,0.0002336803629246459,39002
0.0,0.0,0.0,0.0,5.1058592552080494e-05,11709
0.1503874269005848,0.1343614641641403,0.0764579724725059,0.13142695602789414,0.08436063376068248,32246
1.0,1.0,0.991621538908427,1.0,0.9983747669467417,18670
0.0,0.0,0.0,0.0,0.000349467000654281,23634
0.0,0.0,0.0,0.0,0.000175353930874619,38496
0.0,0.0,0.0,0.0,0.00019999518629668285,20635
0.1866094112164179,0.2475627146266224,0.2100444779565518,0.18547823026065316,0.1584376106276521,8170
0.0700097948152321,0.1594866537419253,0.05231199065573763,0.1344342281218955,0.13276216087749004,14256
0.0,0.0,0.0,0.0,0.0017222092232068234,27407
0.0,0.0,0.0,0.0,6.346422673885047e-05,21705
0.0,0.0,0.0,0.0,8.080565980163505e-05,14987
0.0,0.0,0.0,0.0,0.000971767013797867,32198
0.0,0.0,0.0,0.0,0.0001711681011236945,41308
0.0,0.0,0.0,0.0,0.00013616533791917983,33739
0.34653343202566,0.3036342531070731,0.19511959397142556,0.2737713406131047,0.3731307713444586,23992
0.0,0.0,0.0,0.0,3.469844496053937e-05,10881
0.0,0.0,0.0,0.0,0.00015762548674825666,13545
0.0,0.0,0.0,0.0,0.00012888587367849088,39934
0.9947514359279064,0.972282564270658,0.9489850427350427,0.9577777619331886,0.9937821831602256,8275
0.0,0.0,0.0,0.0,0.002254177590115208,32772
0.9531481177050796,0.9949766573295984,0.894535850515917,1.0,0.9967736360827262,11040
0.7143823189319879,0.8754160320969459,0.7867680937232265,0.7537803915206577,0.8426276765735969,11968
0.0781191131423329,0.0976790450928382,0.09620522498401578,0.08350021222320969,0.036493132220434425,11984
0.0,0.0,0.0,0.0,0.00022089560581864566,38764
0.0,0.0,0.0,0.0,0.00011158095551057557,6012
0.8792725516094745,0.8849318172454992,0.8837132605691448,0.8494225975179714,0.9193106395739895,43596
0.0,0.0,0.0,0.0,0.00011122612372614398,6803
0.106604634190841,0.1028709280312594,0.12665019614126904,0.11375584390974629,0.08834451523001682,32055
1.0,1.0,1.0,1.0,0.9983859136023692,12171
0.0,0.0,0.0,0.0,0.0027389465833835293,5243
0.2384483231096776,0.1237889060301374,0.2100444779565518,0.1257188517927452,0.4484506760389322,41815
0.0,0.0,0.0,0.0,8.937179709766621e-05,24366
0.0,0.0,0.0,0.0,0.00034384969449245125,29931
0.21221180385866,0.2296663416747915,0.2366926933119324,0.2437419531808807,0.1376848527230167,3284
0.0,0.0,0.0,0.0,0.0002334741038632015,15744
0.0,0.0,0.0,0.0,8.374294672734201e-05,1631
0.7616924556342338,0.8492732069637695,0.7783193327795734,0.8492733500601464,0.8547615770496523,42829
0.0087094220110847,0.0,0.10857811355022812,0.0,0.005830330886291577,33702
0.0,0.0,0.0,0.0,7.086349268065527e-05,38905
0.0,0.0,0.0,0.0,0.00011037130364925708,6808
0.0,0.0,0.0,0.0,0.0002064035857689622,34375
0.0,0.0,0.0,0.0,0.00013668091226604905,33546
0.0,0.0,0.0,0.0,0.011157763640462904,2645
0.9909050179211468,0.9949766573295984,0.9556590911143014,1.0,0.9951765464941188,1871
0.0,0.0,0.0,0.0,5.787364045931381e-05,36596
0.1806761035756397,0.2164092756069505,0.1347839584568058,0.2041696424701318,0.2493972354326222,37366
0.0,0.0,0.0,0.0,0.0003810175673342959,9663
0.427467825909035,0.3635864539990752,0.595203631493954,0.3625965436346502,0.37054271263203475,37317
0.0,0.0,0.0,0.0,0.00035136207676084754,27307
0.0195118911468871,0.0100319364197079,0.07780766496382999,0.00745850072007883,0.044741723257640933,943
0.0,0.0,0.0,0.0,4.282526056564367e-05,13124
0.0,0.0,0.0,0.0,0.00022221020613830413,300
1.0,1.0,1.0,1.0,0.998757714687932,5303
0.0,0.0,0.0,0.0,0.0002862811146191759,18755
0.0568977591036414,0.0104616657517681,0.1174117961875399,0.0,0.031050656272846054,40857
0.0,0.0,0.0,0.0,0.00891627271823144,208
0.7664727657324167,0.6022321428571429,0.5513395544852498,0.6227363766195612,0.6300238043376766,36700
0.0,0.0,0.0,0.0,0.00014461619956334545,20465
1.0,1.0,1.0,1.0,0.9983239957624865,43173
0.5014478114478114,0.5280330455769052,0.21178495137466355,0.6833964654638995,0.8814371744289519,14576
0.0,0.0,0.0,0.0,0.00029888808028304917,33772
0.0,0.0,0.0,0.0,0.00022215164051574544,8715
0.0,0.0,0.0,0.0,3.5729345210284576e-05,34516
0.929763473241734,0.9524958677685952,0.9658932552954292,0.9416018911817041,0.9716655028322201,3498
0.6444904492870596,0.5634487734487735,0.6600123617522127,0.4935223760796109,0.4792007316419414,3055
0.0,0.0,0.0,0.0,0.0003993211428124019,32066
0.0823897785341697,0.1269779029989087,0.10536344613630837,0.14997994166145992,0.16400876726447372,28194
0.0,0.0,0.0,0.0,0.00015135454983622308,37407
0.0,0.0,0.0,0.0,0.00010190608347190386,30727
0.897428972216988,0.9247863247863248,0.9853234569207379,0.9216203306095185,0.7317373973848121,22251
0.1450975514445409,0.1470646603774741,0.1241276631493229,0.13850622100887214,0.05940631858372789,7890
0.8917280917280918,0.9699520697167756,0.7380723736357538,0.957164650757328,0.9445281828428823,42362
0.0,0.0,0.0,0.0,0.00034423881354183624,8214
0.1790425201070526,0.1689911543218574,0.19511959397142556,0.1885369471965793,0.11430389887596902,15915
0.9013888888888888,0.6452836052836052,0.792789195701817,0.6327239334046586,0.7829791149949107,29449
0.0,0.0,0.0,0.0,0.00022622787870737955,35165
0.0,0.0,0.0,0.0,0.00016294590510778568,5122
0.1675071676517424,0.0433038808038808,0.24176105549897745,0.05666950337979433,0.16867293545929982,38054
0.0,0.0,0.0,0.0,4.288158617909913e-05,7367
1.0,1.0,0.9908893069890654,1.0,0.9959513268024311,44821
0.3031057428859254,0.3091877680918777,0.4256908437133719,0.2876825693727783,0.21407335174791461,2434
0.0,0.0,0.0,0.0,6.830321790327766e-05,23319
0.0,0.0,0.0,0.0,0.0003145874643374136,40042
0.0,0.0,0.0,0.0,4.817905450371821e-05,14525
0.0271431662497493,0.0064724919093851,0.04037418958193606,0.01180286567014536,0.06102291267231647,24662
0.0,0.0,0.0,0.0,0.00017867067048494377,38479
0.0,0.0,0.0,0.0,9.156315277227189e-05,12852
0.0,0.0,0.0,0.0,3.704932492541915e-05,297
0.0100755667506297,0.0,0.11049207203053357,0.0,0.01046883194674958,1323
1.0,1.0,0.9947518577494693,1.0,0.998907748393562,42088
0.0,0.0,0.0,0.0,0.00013807686731431588,33280
0.0,0.0,0.0,0.0,0.0003417414628054385,14510
0.0,0.0,0.0,0.0,0.0001330416135518363,38053
0.0,0.0,0.0,0.0,0.00012924115459107442,39663
0.0,0.0,0.0,0.0,0.00020059850925270751,16137
0.2168144517609498,0.2648034040049113,0.1753728774015949,0.26626754858746227,0.11745525039183494,9265
0.0,0.0,0.0,0.0,0.0006098663116310797,30332
0.0,0.0,0.0,0.0,0.0012810269633812105,30759
0.0,0.0,0.0,0.0,0.0002307399210147164,23434
0.9744703193168104,1.0,0.9849762346985157,1.0,0.9778784927966301,5310
0.9895484949832776,0.9774621212121212,0.9922837267771452,0.9913094677343383,0.9667695813302553,20766
1.0,1.0,0.991621538908427,1.0,0.9993597884993414,155
1.0,1.0,0.9675040158046229,1.0,0.999434536132914,16666
0.0,0.0,0.0,0.0,6.850743992225875e-05,13221
0.0,0.0,0.0,0.0,7.712711071517122e-05,39617
0.2174175398566707,0.1679915828851998,0.18693312518541214,0.14824458989280065,0.1264412698471627,36341
0.0,0.0,0.0,0.0,0.0006079071000033489,31580
0.0,0.0,0.0,0.0,0.0001736556356073516,20102
0.0,0.0,0.0,0.0,0.0005522708411773511,2761
0.0,0.0,0.0,0.0,0.00022187548563486247,40697
0.186652043295456,0.1597709397380158,0.19178773844266803,0.1792285169999201,0.1497778997798289,9894
0.1100091057718176,0.1132074083023802,0.19890379748423911,0.09506195824510866,0.05715411003224636,8795
0.0,0.0,0.0,0.0,0.0002705976662410703,6319
0.0,0.0,0.0,0.0,0.00016448424389423706,34694
0.1520025549535263,0.0994258057801061,0.16096202993793354,0.1193751469788114,0.1027133678821452,39566
0.0,0.0,0.0,0.0,3.267801797849844e-05,38854
0.0,0.0,0.0,0.0,0.0005219010621361618,20419
0.0,0.0,0.0,0.0,0.00015918632800825607,33499
0.3670602623396981,0.3592658261097978,0.3212364065684324,0.40188503313726187,0.4093434237245629,7012
0.3244031830238726,0.2634239519388753,0.23432449065230174,0.23600435827156713,0.4662038112539927,12434
0.0330620266482422,0.0,0.05973379128080847,0.0019801980198019802,0.013775290592853385,39615
1.0,1.0,0.9924996054972169,1.0,0.9951702936824046,1288
0.0,0.0,0.0,0.0,3.891348375543263e-05,2956
0.0,0.0,0.0,0.0,0.0003198002545388594,8566
0.0,0.0,0.0,0.0,0.00010112071769643147,38643
0.0,0.0,0.0,0.0,0.0003636279097968728,40700
1.0,1.0,0.9924996054972169,1.0,0.9980202434848129,16964
0.0270247192930026,0.0258917454039405,0.21178495137466355,0.011779360169403558,0.02342325236188923,27018
0.0,0.0,0.0,0.0,6.177119879239342e-05,12753
0.0,0.0,0.0,0.0,9.659683641591362e-05,40308
1.0,1.0,1.0,1.0,0.999672135409252,43725
0.1599902728390377,0.1199661766254849,0.5843194350635262,0.1481861920429531,0.08522893662813172,3182
0.0,0.0,0.0,0.0,0.0010575181364019855,21474
0.0,0.0,0.0,0.0,0.00017980715204133878,11297
0.7994420394420395,0.8320394623258108,0.8146754896225185,0.8583215413110559,0.9105527581304838,15846
0.0,0.0,0.0,0.0,0.0016857286806481358,31511
0.4290754489498065,0.4180571389532923,0.3605505165028975,0.3628365279645492,0.468671557201878,40396
0.0,0.0,0.0,0.0,7.825491363465805e-05,10184
0.0,0.0,0.0,0.0,0.002983407433334775,16055
0.9913787026213572,1.0,0.9908893069890654,1.0,0.991980765359941,29748
0.0333943518928039,0.0362388275523138,0.03225311169341631,0.01893796867218025,0.01632941076356844,33783
0.0,0.0,0.0,0.0,0.0008752924703485937,22536
0.0,0.0,0.0,0.0,0.003190177169829093,36021
0.0,0.0,0.0,0.0,0.00015914684456450789,24505
0.0,0.0,0.0,0.0,0.00022994896201497056,22433
0.1755636429990673,0.2737926678604645,0.18234806919017443,0.2510723085991185,0.15888112469916582,42479
0.105787037037037,0.137990085419608,0.11294717158151102,0.11765159625048541,0.04150299311665497,41542
0.0,0.0,0.0,0.0,0.00024000934462907496,30366
0.0,0.0,0.0,0.0,0.0007658999350408234,1393
0.0,0.0,0.0,0.0,0.00021737107595615521,31502
0.0216571342477501,0.0394439134007479,0.03497474747474748,0.042122939265796404,0.01040407751317923,6840
0.186652043295456,0.1260019550342131,0.5237155644258974,0.13497747468645788,0.07595593557595519,20546
0.0,0.0,0.0,0.0,0.002768433716735436,15376
0.0,0.0,0.0,0.0,0.00212738534773711,29507
0.0,0.0,0.0,0.0,0.00011931550050577862,7731
0.0,0.0,0.0,0.0,5.91883638989959e-05,13586
0.2128673835125448,0.1343614641641403,0.23041411229677436,0.18327569535340643,0.049803548512517413,39298
0.0,0.0,0.0,0.0,3.946741905917259e-05,372
0.5235273432563557,0.4010270774976657,0.4717616710078141,0.3825503035471813,0.27406876341093167,21339
0.0,0.0,0.0,0.0,0.0007321717925192609,26317
0.0562938799205401,0.0819847443634376,0.06016932654364735,0.06854203217157209,0.019469649738720545,20272
0.9805801655028548,1.0,0.8289511686000752,1.0,0.9974867204435243,42961
0.0543815580245155,0.0944617844186189,0.11999613041279707,0.07754283989006241,0.02019570529765539,17038
0.7557608500054341,0.8759643242478962,0.8662403232898098,0.8806763285024154,0.8509128666986124,9698
0.0,0.0,0.0,0.0,7.486495972008081e-05,10710
0.0,0.0,0.0,0.0,6.901654659574842e-05,15161
0.0,0.0,0.0,0.0,0.0003059057166586291,23504
0.0,0.0,0.0,0.0,6.0376952164288285e-05,39848
0.0,0.0,0.0,0.0,0.00020372880436915337,39127
0.1918181818181818,0.1287654309323551,0.14682501650586757,0.19092947008754282,0.2750504661059548,18358
0.0,0.0,0.0,0.0,9.108053703710465e-05,15650
1.0,1.0,0.9947518577494693,1.0,0.9978037885931412,25805
0.2632442858088662,0.2795610013091892,0.2319049648514567,0.27193421415799646,0.3657128547748682,36288
0.7076742705925702,0.8209394618027449,0.7522439811729621,0.7603917015905146,0.8381557445281559,29986
0.0882532108720323,0.1025732781026563,0.12556664473203186,0.07676975943651679,0.060516051989568866,27736
