catboost_baseline,lgbm_baseline,index
0.027024719293002607,0.025891745403940524,27018
0.0,0.0,12753
0.0,0.0,40308
1.0,1.0,43725
0.15999027283903774,0.11996617662548494,3182
0.0,0.0,21474
0.0,0.0,11297
0.7994420394420395,0.8320394623258108,15846
0.0,0.0,31511
0.4290754489498065,0.4180571389532923,40396
0.0,0.0,10184
0.0,0.0,16055
0.9913787026213571,1.0,29748
0.0333943518928039,0.036238827552313814,33783
0.0,0.0,22536
0.0,0.0,36021
0.0,0.0,24505
0.0,0.0,22433
0.17556364299906738,0.2737926678604645,42479
0.10578703703703703,0.13799008541960803,41542
0.0,0.0,30366
0.0,0.0,1393
0.0,0.0,31502
0.021657134247750176,0.03944391340074793,6840
0.186652043295456,0.1260019550342131,20546
0.0,0.0,15376
0.0,0.0,29507
0.0,0.0,7731
0.0,0.0,13586
0.21286738351254483,0.1343614641641403,39298
0.0,0.0,372
0.5235273432563557,0.4010270774976657,21339
0.0,0.0,26317
0.056293879920540156,0.08198474436343763,20272
0.9805801655028549,1.0,42961
0.05438155802451559,0.09446178441861897,17038
0.7557608500054341,0.8759643242478962,9698
0.0,0.0,10710
0.0,0.0,15161
0.0,0.0,23504
0.0,0.0,39848
0.0,0.0,39127
0.19181818181818186,0.12876543093235512,18358
0.0,0.0,15650
1.0,1.0,25805
0.2632442858088662,0.2795610013091892,36288
0.7076742705925702,0.8209394618027449,29986
0.08825321087203236,0.1025732781026563,27736
0.0,0.0,5285
0.0,0.0,36230
0.0,0.0,39597
0.0,0.0,24534
0.10027241411923998,0.010461665751768141,34998
1.0,1.0,43391
0.18538082437275985,0.17036867801505426,39563
0.48406372883559196,0.390077395722557,38699
0.0,0.0,16147
0.0,0.0,21588
0.0,0.0,36226
0.0018115942028985507,0.0,37928
0.0,0.0,15389
0.03339789036161629,0.0036429872495446266,16248
0.0,0.0,37929
0.0,0.0,29467
0.0,0.0,17158
0.0,0.0,12459
0.0,0.0,34009
0.0,0.0,41342
0.35541531823085215,0.3258371556970843,12683
0.9229246243952126,0.8386073442188832,26147
0.0,0.0,14115
0.0,0.0,16676
0.0,0.0,2418
0.3286533559898046,0.22895963856286983,4058
0.0,0.0,25803
0.9322141402493632,0.9536881419234361,42499
0.0,0.0,4528
0.0,0.0,10545
0.0,0.0,27200
0.0,0.0,26655
0.0,0.0,11489
1.0,1.0,29035
0.1520764320220842,0.16212220663112586,9330
0.0,0.0,2114
0.0,0.0,30886
0.0,0.0,8241
0.0,0.0,22707
0.0,0.0,16745
0.9984917043740573,0.9949766573295985,44486
0.5119122917984398,0.33254387716010264,44045
0.0,0.0,2463
0.0,0.0,41457
0.2408319848975189,0.22272635612018551,4358
0.6801975225979243,0.4999794596237825,42233
0.9980039920159681,1.0,42523
0.10530327515621633,0.08910857185002556,19681
0.3894682115270351,0.40945559781703333,15635
1.0,1.0,21819
0.6850360404800284,0.4152388714719984,16564
0.1655394403004379,0.1879330943847073,35256
1.0,1.0,16106
0.0,0.0,4080
0.0,0.0,30420
0.0,0.0,8811
0.0,0.0,30100
0.5001522155123138,0.48942657220150326,4849
0.0,0.0,22583
0.6557275783876769,0.6927967459609107,6857
0.0,0.0,5928
0.0,0.0,38702
0.0,0.0,289
0.0,0.0,39313
0.0,0.0,9009
0.24938684029751293,0.26586897702261286,42030
0.2020349104797482,0.43609534114649207,20566
0.21934218511985082,0.23042206020929426,20503
0.0,0.0,12008
0.0,0.0,11892
0.00870942201108472,0.05281737710502974,32217
0.0,0.0,26574
0.30612076095947066,0.26455791051166777,27544
0.0,0.0,20555
0.9005491684660751,0.9266324662712137,28504
0.0,0.0,37554
0.012562615864000315,0.022447368904061817,33512
0.3091511216719367,0.3979442164462685,24800
0.44124228702538565,0.6358341414675718,11646
0.0700097948152321,0.06152259456714903,9192
0.690060068439836,0.786500778155065,661
0.0,0.0,31617
0.00895863395863396,0.0,39723
0.0,0.0,34539
0.24047379180607198,0.18379250588262677,1370
0.0,0.0,21276
0.0,0.0,40913
0.9828250453250452,1.0,43369
0.14915547415547417,0.15350380939068664,22224
0.0,0.0,23973
0.0,0.0,33988
0.4623630557785316,0.3132556017705251,36155
0.05840201259340725,0.13972736675326639,30007
0.559174164715391,0.517376775271512,16270
0.48404328646264133,0.5239735533853181,33809
0.019511891146887186,0.017024943412714932,27562
1.0,0.9967948717948718,225
0.0,0.0,14080
0.0,0.0,34566
0.25555939420720686,0.22502924975233196,21584
0.0,0.0,9431
0.0,0.0,13018
0.0,0.0,30887
0.0,0.0,15091
0.0,0.0,27487
0.0,0.0,1731
0.0,0.0,34600
0.0,0.0,37618
0.25301753366269497,0.3536334981237202,35276
0.0,0.0,6178
0.0,0.0,21323
0.0,0.0,33939
0.0,0.0,19491
0.0,0.0,14117
0.0,0.0,34169
0.0,0.0,9994
0.5773721142000107,0.5953583342691456,19224
0.9963181565070038,0.9597108749836023,19365
0.0,0.0,14481
0.2667056408114974,0.2341320619884102,28811
0.24691225046675283,0.36448136800894976,2580
0.6277151211361738,0.7112279287227915,18509
0.0,0.0,38846
0.0,0.0,2712
0.0,0.0,6247
0.0,0.0,20097
0.9895484949832776,0.9973118279569894,17401
0.04346275547255939,0.014470989761092151,15155
0.7430228419487888,0.580010002895575,27672
0.1132913840834633,0.1269779029989087,7971
0.0,0.0,9274
0.0,0.0,36921
0.0,0.0,15998
0.0,0.0,28815
0.14567539200698662,0.10329102422125676,33257
0.0,0.0,13908
0.0,0.0,1605
0.19919028379364415,0.20042975119567344,29664
0.9949403322044832,1.0,19936
0.20651947924572733,0.24712752171258398,6246
1.0,1.0,42397
0.7003387766420582,0.3766772328116544,14884
0.0,0.0,4224
0.9983498349834984,1.0,1222
0.0,0.0,13694
0.3667474042548595,0.25265556218531976,8085
0.0,0.0,32894
0.0,0.0,20321
0.46197263294143737,0.3791572736634104,174
0.0,0.0,4461
0.19807864421056662,0.18080017395085887,35236
1.0,0.9938650306748467,9858
0.9985119047619048,1.0,24867
0.0,0.0,30119
0.0,0.0,24253
0.0,0.0,25986
0.0,0.0,550
0.20523314859015537,0.16048718765061482,21195
0.0,0.0,24645
0.0,0.0,37482
0.0,0.0,37323
0.0,0.0,12894
0.0,0.0,38552
0.0,0.0,21503
0.0,0.0,38325
0.0,0.0,24172
0.3670602623396981,0.41084054834054834,41605
0.857925782925783,0.859954233409611,42911
0.9564378590927264,0.9354437229437229,44073
0.5358601132844514,0.4928238428238429,1829
0.0,0.0,30034
0.37286657117982425,0.38537000365595747,44925
0.1520025549535263,0.1343614641641403,7323
0.0,0.0,36701
1.0,1.0,15916
0.3177869056509834,0.3680045386982436,9048
0.0,0.0,23140
0.0,0.0,28948
0.0,0.0,33163
0.38531782471176407,0.31757766751549593,20185
0.7060815670522885,0.6911773854887627,17674
0.0,0.0,11768
0.03937231904757101,0.04605957767722474,28546
0.0,0.0,13244
0.0,0.0,24888
1.0,1.0,26127
0.0,0.0,40296
0.0,0.0,22868
0.9925595238095238,1.0,44159
0.0,0.0,21612
0.0,0.0,27302
0.0,0.0,15347
0.10940940940940941,0.05856825178159747,373
0.0,0.0,34577
0.5916370278546907,0.7145400793373183,36011
0.0,0.0,28246
0.0,0.0,40072
0.18156849899056074,0.19391843626209493,38253
0.3863047145449749,0.2810952999714766,43627
0.2964711632453568,0.24922034581937721,23751
0.8990875482984522,0.8985249184524546,21724
0.02714316624974932,0.0,19894
0.8139996123019841,0.7738970588235294,29289
0.10936154208405519,0.11320740830238023,21050
0.0,0.0,25819
0.0,0.0,11555
0.0,0.0,15904
0.0,0.0,25865
0.0,0.0,19778
0.08260600299700771,0.08576989833870569,34132
0.1047008547008547,0.14627574300160318,42843
0.0,0.0,7099
0.0,0.0,23437
0.24417735042735045,0.20166911433125703,36853
0.0,0.0,28413
0.0,0.0,41836
0.1357073844030366,0.2240400202634245,12090
0.670510980647967,0.648015873015873,240
0.19680892656785032,0.16065617736456284,26692
0.08416199813258636,0.07925329175329175,26820
0.0,0.0,31534
0.0,0.0,7679
0.5748653448857408,0.4234106942440276,11941
0.0,0.0,9953
0.06761627083329468,0.08837073680823682,27056
0.0,0.0,26930
0.0,0.0,40930
1.0,1.0,42452
0.0,0.0,22919
0.15689894621829933,0.1367165115014237,23090
0.3419786747562581,0.39505387578782075,42667
0.0,0.0,23927
0.9750884813384815,1.0,364
0.045331130857446646,0.031501516269158265,9919
0.0,0.0,35310
0.6190056174855183,0.738000329018134,20382
0.0,0.0,1713
0.017318738106461357,0.030157342657342656,15144
0.1002751977984176,0.14512799203566637,26624
0.0700097948152321,0.10874661540228096,4527
0.0,0.0,39134
0.0,0.0,24383
0.0,0.0,29781
0.0,0.0,28239
0.0,0.0,23881
0.1470243466891076,0.11993393475432683,4221
1.0,1.0,26389
0.0,0.0,3739
0.07781603663091362,0.08384456671915282,19035
0.0,0.0,1422
0.0,0.0,15644
0.0,0.0,7589
0.0,0.0,6843
0.12016969096177017,0.09420083184789067,29088
0.9187759952465835,0.9267704590818363,23980
0.12095514253977564,0.11443589483986366,22319
0.0,0.0,21409
0.9444602437303167,0.882447226758604,44630
0.0,0.0,31056
1.0,1.0,12208
0.0,0.0,11468
0.6776036224312086,0.4050147574044633,38320
0.0,0.0,39325
0.0,0.0,32755
0.0,0.012642724507131288,23076
0.0,0.0,1704
0.0,0.0,38595
0.13586566541510223,0.11888394056791568,37298
0.40244257582411325,0.37895658263305315,32472
0.0,0.0,1159
0.15396615523546883,0.17557071597034737,40000
0.0,0.0,42020
0.5290322860590511,0.4320986584679569,25883
1.0,1.0,44100
0.0,0.0,15148
0.0,0.0,31113
0.0,0.0,1646
0.0,0.0,3252
0.0,0.0,16936
0.0,0.0,41153
0.0,0.0,15940
0.005847953216374269,0.0,34525
0.13522095603112463,0.0983054483054483,38140
0.0,0.0,40627
0.06750161603102779,0.11530884170317944,22795
0.0,0.0,31220
1.0,1.0,44401
0.0,0.0,22997
0.0,0.0,12473
1.0,1.0,43690
0.0,0.0,36049
0.7076742705925702,0.5849389097744361,42440
0.013486042937180823,0.03646350106307583,26202
0.751267905536198,0.674113327720684,27795
0.0,0.0,1466
0.12825723037269102,0.125111721837582,38658
0.8303061844045451,0.8880579297245964,8730
0.12004322400203409,0.10635843207792435,24268
0.4756655507731547,0.3679901619845374,8849
0.0,0.0,6223
0.0,0.0,13394
0.0,0.0,34791
0.1382814611040484,0.13119859873521814,14649
0.06563112230618527,0.09938450787507393,15422
0.7076742705925702,0.5437457279562543,17982
0.11699600868740334,0.09026701119724374,35149
0.0,0.0,9475
0.025997619495082377,0.022447368904061817,32181
0.0,0.0,22058
0.9286086824126235,0.9599537037037037,41397
0.0,0.0,1176
0.0,0.0,32674
0.0,0.0,22640
0.0,0.0,2524
0.23384886206462965,0.2901103571146423,35767
0.0,0.0,14681
0.0,0.0,13894
0.0,0.0,4590
0.0,0.0,1554
0.9440508901840183,0.9170847457627119,43447
0.0,0.0,41971
0.3176307796285828,0.22965971780911945,39582
0.9968368628858579,1.0,4848
0.0,0.0,1464
0.3862037895170425,0.45359160613397903,35569
0.9983498349834984,0.8277636824936572,42952
0.0,0.0,6389
0.0,0.0,25745
0.05510287218579638,0.08631863186318632,5756
0.13168062738788752,0.158326984817979,14854
0.9633001867068045,1.0,20078
0.4468063182157142,0.48437223244090194,16841
1.0,1.0,625
0.005847953216374269,0.0,8342
0.0,0.0,33979
0.0,0.0,36274
0.0,0.0,25444
0.7331581062077278,0.7845262490241999,686
0.0,0.0,25074
0.0,0.0,5848
0.8029814930891916,0.8205480627992597,26630
0.0,0.0,41300
0.0,0.0,11564
0.0,0.0,40426
0.0,0.0,17365
0.9915472599296128,0.9949766573295985,32314
0.0,0.0,9725
0.1255301530746899,0.13668481081788597,32300
0.0,0.0,370
0.0,0.0,33122
0.0,0.0,41237
0.42037860892076573,0.48351281170046206,44404
0.8903809523809524,0.9071608946608946,24404
0.0,0.0,18813
0.05769694616520476,0.036606732584239944,13793
0.22139439624922422,0.20052690812359322,11461
0.0,0.0,11014
0.7141240783117212,0.48120421025690246,42172
0.15110091329603526,0.09425579425579426,31054
0.7959877777284148,0.6369158670931059,43740
0.2790811339198436,0.38620448179271705,2341
0.48153914046294605,0.4228502182144566,42303
0.1585003656376279,0.1404503763693487,5760
0.0,0.0,37165
0.08566499597371596,0.11756361808995104,9662
0.0,0.0,8541
0.0,0.0,9305
0.0,0.0,4672
0.0,0.0,41654
0.0700097948152321,0.08043033715136219,21241
0.0,0.0,6407
0.0,0.0,5164
0.0,0.0,30192
0.0,0.0,28472
0.09595765569641866,0.05753825993259446,21178
0.9729665193965978,0.9967948717948718,2501
0.0,0.0,23248
0.019351258431664606,0.0011376564277588168,34624
0.010526191152789618,0.0,18853
0.0,0.0,39312
0.26865049381019984,0.33086950586950586,3802
0.0,0.0,38895
0.8949997788989276,0.8835960666077093,43281
0.0,0.0,2790
0.9958018776616337,0.9938650306748467,25323
0.8084903533941311,0.7012594893029677,17008
0.0,0.0,35539
0.0,0.0,33538
0.11570935951621482,0.15052410901467506,31635
0.08154761904761905,0.1435780885780886,30035
0.08280642879102725,0.11016463189049207,29915
0.0,0.0,10620
0.0,0.0,14251
0.0,0.0,27986
0.0,0.0,35562
0.09775132275132276,0.1343614641641403,26054
0.04542445330622671,0.04927330187974785,14279
0.0,0.0,8765
0.23332440685367808,0.07018597264876499,28717
0.24999131855830484,0.200652337768177,35267
0.0,0.0,30401
0.0,0.0,14303
0.9977257412398922,1.0,10467
0.0,0.0,2288
0.0,0.0,20592
1.0,1.0,42576
0.9679064759008659,0.9977777777777778,23769
0.0,0.0,39762
0.9986168741355463,0.994106699751861,42454
0.0,0.0,6629
0.0,0.0,12904
0.9954117459304181,1.0,26926
0.0,0.0,35058
0.0,0.0,15261
0.0,0.0,28580
0.0,0.0,36160
0.0,0.0,20169
0.0,0.0,22572
0.0,0.0,1486
0.0,0.0,4922
0.0,0.0,21450
0.10535105346486422,0.16229266475691873,26048
0.988965744400527,0.9645025130532376,44850
0.0,0.0,37225
0.2626268135704156,0.2681540491667074,19539
0.17192734450016003,0.16981587078903826,37170
0.0,0.0,33480
0.0,0.0,14007
0.0,0.0,24057
0.2634408602150538,0.28838409078756316,16313
0.9309947074652957,0.9340097555717249,7387
0.7450272543308653,0.3706676592514743,13909
0.0,0.0,21864
0.13217338217338218,0.1293600878506539,25683
0.037759436079823946,0.11364403917595407,34292
0.0,0.0,1863
0.9984917043740573,1.0,42418
0.4829793501612594,0.5315150315150315,2751
0.0,0.0,17406
0.0,0.0,25738
0.0,0.0,18021
0.05964673136473694,0.14203887668827053,14499
0.0,0.0,20058
0.0,0.0,40640
0.042092379736057894,0.06412732041023697,34498
0.9977257412398922,1.0,42814
0.0,0.0,36956
0.0,0.0,24976
0.1520764320220842,0.11758245423444542,39182
0.04504523854270143,0.03944391340074793,12837
0.0,0.0,21293
0.40149572649572657,0.3719099762888523,31890
0.5208176290265842,0.40656509222400694,40816
0.0,0.0,26414
0.6097992879751718,0.7617255203863563,14153
1.0,1.0,42595
0.0,0.0,7729
0.7584827601776754,0.7389988998899891,13459
0.006389776357827476,0.016887648074268572,27664
0.04773800748082016,0.04960873869601751,37824
1.0,1.0,44430
0.1414879679919264,0.15604432954237782,1482
0.0,0.0,12518
0.4453637777995372,0.5152664154180838,40104
0.0,0.0,33611
0.0,0.0,3923
1.0,1.0,43330
0.05585894701105504,0.07217512839432133,38884
0.6633435440452984,0.5266175266175267,14277
1.0,1.0,44260
0.2599983628378193,0.3116779054279054,42671
0.0,0.0,34012
0.0,0.0,31649
1.0,1.0,10474
0.0,0.0,21035
0.0,0.0,2570
0.0,0.0,37273
0.23750576086422978,0.2646395990072699,21527
1.0,1.0,17054
0.22428571428571428,0.3427592914092572,21279
0.9952290190305789,1.0,18353
0.0,0.0,33215
0.09141999482699366,0.11888394056791568,41539
0.0,0.0,8533
0.0,0.0,37615
0.0,0.0,36926
0.6269968382618208,0.4454365079365079,27015
0.3517999499134657,0.30712600119379785,24600
0.0,0.0,13192
0.8839743589743589,0.8154127325056043,22049
0.0,0.0,9895
0.0,0.0,15293
0.42629682121399,0.4191462622497106,41151
0.07801483403941324,0.14811842339932227,32335
0.0,0.0,37492
1.0,1.0,16154
1.0,1.0,26734
0.9770319219307977,0.9973118279569894,43225
0.0,0.0,41707
0.0,0.0,28695
0.07011262596324837,0.004132231404958678,12410
0.0,0.0,17072
0.0,0.0,28959
1.0,1.0,43796
0.06521677150579916,0.08455732127834632,41963
0.0,0.0,35940
0.9661436741064695,0.9912854030501089,13439
0.0,0.0,39589
0.0,0.0,8390
0.0,0.0,11927
0.04735111435878699,0.03578070223739515,17384
0.9560935018437516,0.8950396825396826,31650
0.0,0.0,24526
0.3524712793014118,0.2932025538206047,4560
0.0,0.0,11304
0.03245240883026066,0.044992211383657055,10485
0.0,0.0,8429
0.0,0.0,6685
0.0,0.0,338
0.1585003656376279,0.09826077230657383,40533
0.0,0.0,14274
0.9148214260416224,0.9424815711595373,23033
0.05769694616520476,0.07640746363366187,29420
0.9983498349834984,1.0,23913
1.0,1.0,15705
0.0,0.0,31906
0.4855353607703862,0.5450529270330297,13951
0.059265811587793,0.07227841501899059,15147
0.0,0.0,14297
1.0,0.9967948717948718,5746
0.9992138364779874,1.0,43615
0.0,0.0,30561
0.0,0.0,38352
0.0,0.0,20797
0.0,0.0,13653
0.0,0.0,39338
1.0,1.0,42873
0.0,0.0,14086
0.0,0.0,3902
0.26865049381019984,0.2400330809630994,41172
0.0,0.0,19567
0.0,0.0,11817
0.0,0.0,15850
0.0,0.0,38346
0.9699030049448459,0.9851906158357772,25452
0.0,0.0,2377
0.0,0.0,10554
0.9977257412398922,1.0,44756
0.0,0.0,9954
0.18540687625070926,0.17552410901467508,30417
0.0,0.0,41914
0.0,0.0,34263
0.0,0.0,28978
0.0,0.0,8277
1.0,1.0,42604
0.0,0.0,12714
0.0,0.0,29744
0.0,0.0,24970
0.005847953216374269,0.0,15138
0.0,0.0,14542
